payment_id,order_id,payment_method,payment_status,payment_date
12085,12085,Cartão de Crédito,Recusado,2024-04-20 10:39:53
12086,12086,Boleto,Recusado,2025-05-03 12:37:01
12087,12087,Cartão de Crédito,Recusado,2025-06-02 05:12:57
12088,12088,Cartão de Crédito,Aprovado,2024-02-29 06:04:34
12089,12089,Cartão de Crédito,Recusado,2025-05-23 14:23:44
12090,12090,Pix,Pendente,2023-08-02 00:19:40
12091,12091,Boleto,Recusado,2023-07-27 11:16:00
12092,12092,Cartão de Crédito,Aprovado,2024-09-02 20:23:47
12093,12093,Boleto,Pendente,2025-03-21 02:40:06
12094,12094,Boleto,Recusado,2024-11-14 03:50:39
12095,12095,Pix,Aprovado,2024-08-29 18:21:51
12096,12096,Cartão de Crédito,Aprovado,2025-04-18 11:10:52
12097,12097,Cartão de Crédito,Pendente,2023-09-19 22:18:12
12098,12098,Boleto,Recusado,2025-01-14 01:03:27
12099,12099,Pix,Aprovado,2024-06-29 22:56:53
12100,12100,Pix,Pendente,2023-10-14 07:27:40
12101,12101,Boleto,Aprovado,2024-01-22 09:25:29
12102,12102,Pix,Pendente,2024-09-02 16:49:17
12103,12103,Boleto,Aprovado,2025-05-23 07:25:47
12104,12104,Pix,Recusado,2024-05-07 01:20:55
12105,12105,Boleto,Recusado,2024-05-04 01:26:05
12106,12106,Pix,Pendente,2024-12-06 22:29:51
12107,12107,Boleto,Pendente,2023-12-16 10:51:50
12108,12108,Boleto,Aprovado,2025-03-08 00:31:59
12109,12109,Cartão de Crédito,Pendente,2024-09-03 04:27:46
12110,12110,Boleto,Recusado,2024-03-13 14:24:13
12111,12111,Pix,Recusado,2023-09-02 00:49:44
12112,12112,Boleto,Recusado,2024-08-30 09:37:06
12113,12113,Boleto,Pendente,2023-07-01 20:28:19
12114,12114,Boleto,Recusado,2024-05-03 16:40:58
12115,12115,Boleto,Pendente,2023-11-23 20:48:11
12116,12116,Boleto,Pendente,2024-04-18 16:52:15
12117,12117,Cartão de Crédito,Recusado,2024-08-28 09:49:51
12118,12118,Cartão de Crédito,Aprovado,2024-01-27 17:49:25
12119,12119,Pix,Recusado,2025-05-30 07:12:26
12120,12120,Pix,Pendente,2024-09-21 01:58:39
12121,12121,Cartão de Crédito,Pendente,2023-08-04 15:33:33
12122,12122,Cartão de Crédito,Pendente,2023-08-09 04:51:33
12123,12123,Cartão de Crédito,Aprovado,2023-12-11 23:06:43
12124,12124,Cartão de Crédito,Pendente,2023-12-08 17:47:49
12125,12125,Pix,Recusado,2024-06-12 00:58:49
12126,12126,Pix,Recusado,2025-02-09 12:31:44
12127,12127,Cartão de Crédito,Pendente,2025-03-16 05:35:15
12128,12128,Pix,Pendente,2023-08-26 08:49:47
12129,12129,Cartão de Crédito,Pendente,2023-09-10 12:11:54
12130,12130,Cartão de Crédito,Pendente,2025-04-21 13:22:38
12131,12131,Cartão de Crédito,Aprovado,2025-01-19 12:41:53
12132,12132,Boleto,Aprovado,2024-04-06 15:26:29
12133,12133,Pix,Recusado,2025-02-27 18:42:26
12134,12134,Pix,Pendente,2025-03-04 05:47:25
12135,12135,Boleto,Pendente,2023-08-18 18:36:21
12136,12136,Boleto,Aprovado,2024-04-20 08:05:33
12137,12137,Pix,Aprovado,2024-02-03 16:28:11
12138,12138,Boleto,Recusado,2025-03-02 14:05:34
12139,12139,Cartão de Crédito,Recusado,2024-06-23 12:17:13
12140,12140,Pix,Recusado,2023-08-30 20:45:37
12141,12141,Pix,Recusado,2025-03-05 21:13:11
12142,12142,Boleto,Aprovado,2025-04-27 11:25:07
12143,12143,Cartão de Crédito,Pendente,2024-02-15 04:16:06
12144,12144,Cartão de Crédito,Aprovado,2023-08-23 10:10:20
12145,12145,Cartão de Crédito,Recusado,2025-05-06 19:47:06
12146,12146,Pix,Aprovado,2025-05-18 06:36:46
12147,12147,Boleto,Recusado,2024-05-15 18:11:05
12148,12148,Pix,Recusado,2023-06-18 06:36:15
12149,12149,Boleto,Recusado,2023-09-23 03:36:24
12150,12150,Boleto,Recusado,2024-12-23 18:50:10
12151,12151,Cartão de Crédito,Recusado,2025-02-28 04:13:18
12152,12152,Cartão de Crédito,Recusado,2025-05-11 08:43:51
12153,12153,Cartão de Crédito,Pendente,2024-08-18 07:51:37
12154,12154,Cartão de Crédito,Aprovado,2025-03-22 08:50:44
12155,12155,Cartão de Crédito,Recusado,2025-02-20 16:28:41
12156,12156,Boleto,Pendente,2024-04-25 17:35:24
12157,12157,Cartão de Crédito,Recusado,2023-06-18 20:04:21
12158,12158,Cartão de Crédito,Pendente,2024-08-28 13:00:29
12159,12159,Pix,Pendente,2024-07-23 10:01:48
12160,12160,Boleto,Pendente,2024-08-03 03:57:58
12161,12161,Pix,Pendente,2025-02-23 13:46:42
12162,12162,Boleto,Pendente,2025-06-01 12:30:00
12163,12163,Cartão de Crédito,Pendente,2024-09-18 20:08:46
12164,12164,Boleto,Recusado,2024-11-17 23:34:05
12165,12165,Cartão de Crédito,Aprovado,2025-05-04 10:12:19
12166,12166,Boleto,Recusado,2024-03-06 11:39:41
12167,12167,Pix,Recusado,2023-10-07 15:46:45
12168,12168,Pix,Pendente,2024-07-14 13:36:58
12169,12169,Boleto,Pendente,2024-04-14 17:31:11
12170,12170,Cartão de Crédito,Pendente,2025-05-02 21:21:52
12171,12171,Boleto,Aprovado,2023-07-20 00:01:16
12172,12172,Pix,Aprovado,2024-11-23 20:47:03
12173,12173,Boleto,Recusado,2024-03-04 14:05:29
12174,12174,Pix,Aprovado,2025-05-12 11:02:44
12175,12175,Pix,Aprovado,2024-01-23 13:33:05
12176,12176,Pix,Aprovado,2024-03-29 15:45:49
12177,12177,Cartão de Crédito,Pendente,2025-04-20 11:45:26
12178,12178,Boleto,Pendente,2025-01-05 15:34:33
12179,12179,Boleto,Recusado,2024-11-15 23:02:33
12180,12180,Boleto,Pendente,2024-03-06 19:45:30
12181,12181,Boleto,Recusado,2023-06-27 03:31:37
12182,12182,Cartão de Crédito,Pendente,2023-06-14 13:10:13
12183,12183,Boleto,Pendente,2024-03-30 16:19:26
12184,12184,Boleto,Pendente,2023-10-23 03:58:58
12185,12185,Cartão de Crédito,Aprovado,2023-12-04 04:00:09
12186,12186,Cartão de Crédito,Aprovado,2023-12-27 14:17:49
12187,12187,Boleto,Recusado,2023-08-29 07:43:22
12188,12188,Boleto,Recusado,2023-10-23 04:41:41
12189,12189,Cartão de Crédito,Recusado,2024-12-26 06:32:38
12190,12190,Boleto,Pendente,2024-07-28 15:18:41
12191,12191,Pix,Aprovado,2025-04-21 15:22:57
12192,12192,Pix,Pendente,2024-09-29 19:36:12
12193,12193,Boleto,Recusado,2025-04-07 21:49:16
12194,12194,Boleto,Recusado,2024-07-03 00:18:15
12195,12195,Cartão de Crédito,Aprovado,2025-02-14 03:25:53
12196,12196,Boleto,Recusado,2024-11-17 02:51:32
12197,12197,Pix,Aprovado,2024-03-11 04:16:43
12198,12198,Pix,Aprovado,2024-06-07 19:42:33
12199,12199,Cartão de Crédito,Aprovado,2023-09-10 21:49:31
12200,12200,Pix,Pendente,2023-08-21 04:53:52
12201,12201,Boleto,Aprovado,2025-02-19 14:14:54
12202,12202,Boleto,Aprovado,2024-11-29 00:08:36
12203,12203,Pix,Pendente,2024-01-24 07:21:57
12204,12204,Pix,Pendente,2025-01-23 04:15:27
12205,12205,Pix,Recusado,2024-02-14 14:23:56
12206,12206,Boleto,Recusado,2024-02-04 04:43:14
12207,12207,Pix,Pendente,2025-06-04 16:19:45
12208,12208,Cartão de Crédito,Recusado,2023-08-12 06:07:04
12209,12209,Pix,Aprovado,2024-02-12 17:42:24
12210,12210,Pix,Recusado,2024-09-23 20:54:13
12211,12211,Pix,Aprovado,2024-06-07 09:15:57
12212,12212,Pix,Pendente,2024-06-20 18:54:40
12213,12213,Boleto,Recusado,2025-01-12 04:50:23
12214,12214,Pix,Recusado,2024-01-11 07:39:27
12215,12215,Boleto,Pendente,2024-12-06 04:40:36
12216,12216,Boleto,Aprovado,2023-12-28 15:24:17
12217,12217,Boleto,Aprovado,2024-03-28 18:02:15
12218,12218,Pix,Pendente,2024-03-26 02:51:49
12219,12219,Pix,Pendente,2024-05-01 08:38:21
12220,12220,Pix,Pendente,2024-09-16 22:34:11
12221,12221,Cartão de Crédito,Pendente,2023-09-12 08:36:22
12222,12222,Boleto,Aprovado,2024-04-15 22:51:14
12223,12223,Boleto,Aprovado,2024-07-07 15:09:15
12224,12224,Boleto,Recusado,2025-01-13 06:08:31
12225,12225,Pix,Pendente,2024-09-24 06:48:27
12226,12226,Cartão de Crédito,Pendente,2024-11-22 14:35:40
12227,12227,Pix,Recusado,2024-05-07 12:09:22
12228,12228,Boleto,Recusado,2024-09-10 10:26:25
12229,12229,Boleto,Pendente,2025-04-16 12:52:51
12230,12230,Cartão de Crédito,Recusado,2024-06-04 06:29:06
12231,12231,Boleto,Pendente,2025-04-22 02:38:38
12232,12232,Boleto,Pendente,2024-06-30 09:44:01
12233,12233,Cartão de Crédito,Pendente,2024-05-12 17:13:20
12234,12234,Boleto,Pendente,2024-12-02 19:51:48
12235,12235,Cartão de Crédito,Aprovado,2024-01-21 00:38:47
12236,12236,Boleto,Recusado,2023-10-28 04:50:04
12237,12237,Pix,Pendente,2024-11-09 19:27:25
12238,12238,Pix,Recusado,2023-07-15 21:48:32
12239,12239,Boleto,Pendente,2023-11-29 11:48:27
12240,12240,Boleto,Pendente,2025-05-31 23:54:39
12241,12241,Cartão de Crédito,Aprovado,2024-03-28 17:44:21
12242,12242,Cartão de Crédito,Aprovado,2025-05-21 12:26:20
12243,12243,Cartão de Crédito,Recusado,2025-04-07 14:10:28
12244,12244,Boleto,Recusado,2024-09-05 03:38:23
12245,12245,Cartão de Crédito,Pendente,2023-10-12 21:46:28
12246,12246,Boleto,Aprovado,2024-02-03 02:22:41
12247,12247,Boleto,Pendente,2024-06-17 13:45:44
12248,12248,Pix,Aprovado,2024-11-19 21:03:57
12249,12249,Pix,Pendente,2024-08-23 18:31:16
12250,12250,Cartão de Crédito,Recusado,2023-12-19 11:35:50
12251,12251,Boleto,Pendente,2025-02-14 07:04:33
12252,12252,Boleto,Pendente,2025-04-16 18:17:11
12253,12253,Cartão de Crédito,Recusado,2024-06-23 01:43:21
12254,12254,Pix,Recusado,2024-09-27 19:40:37
12255,12255,Cartão de Crédito,Pendente,2025-03-21 02:12:11
12256,12256,Pix,Recusado,2023-07-15 23:02:19
12257,12257,Boleto,Recusado,2025-02-25 09:12:22
12258,12258,Boleto,Aprovado,2023-07-14 06:16:21
12259,12259,Cartão de Crédito,Recusado,2023-06-22 20:35:47
12260,12260,Pix,Pendente,2024-04-23 19:39:19
12261,12261,Pix,Pendente,2023-07-03 09:23:21
12262,12262,Cartão de Crédito,Aprovado,2024-10-21 20:56:46
12263,12263,Boleto,Pendente,2024-05-20 20:36:31
12264,12264,Pix,Pendente,2024-07-09 04:30:59
12265,12265,Cartão de Crédito,Pendente,2023-09-30 22:38:11
12266,12266,Boleto,Aprovado,2024-12-06 02:07:57
12267,12267,Cartão de Crédito,Recusado,2024-08-30 20:04:23
12268,12268,Boleto,Recusado,2025-01-08 05:51:38
12269,12269,Pix,Aprovado,2023-10-08 22:24:01
12270,12270,Cartão de Crédito,Pendente,2024-12-15 00:32:37
12271,12271,Boleto,Recusado,2025-01-04 03:33:48
12272,12272,Boleto,Pendente,2023-07-30 23:30:28
12273,12273,Boleto,Recusado,2024-11-15 04:18:41
12274,12274,Pix,Recusado,2024-02-29 21:30:11
12275,12275,Cartão de Crédito,Pendente,2024-10-19 07:40:59
12276,12276,Pix,Recusado,2023-11-21 19:47:45
12277,12277,Boleto,Recusado,2024-09-16 13:55:34
12278,12278,Pix,Recusado,2024-05-14 08:00:40
12279,12279,Boleto,Aprovado,2024-09-22 08:40:38
12280,12280,Pix,Recusado,2023-09-12 03:57:50
12281,12281,Boleto,Pendente,2023-06-22 00:12:05
12282,12282,Boleto,Aprovado,2024-04-16 14:38:00
12283,12283,Cartão de Crédito,Aprovado,2024-08-27 21:12:09
12284,12284,Cartão de Crédito,Pendente,2024-12-24 02:04:55
12285,12285,Cartão de Crédito,Recusado,2025-04-18 19:48:12
12286,12286,Boleto,Pendente,2025-01-27 22:37:09
12287,12287,Cartão de Crédito,Pendente,2023-09-19 16:16:21
12288,12288,Boleto,Recusado,2023-06-24 18:07:30
12289,12289,Pix,Aprovado,2024-08-20 06:40:59
12290,12290,Boleto,Pendente,2023-11-30 20:46:28
12291,12291,Boleto,Recusado,2024-10-12 13:17:13
12292,12292,Pix,Pendente,2023-06-30 07:14:55
12293,12293,Boleto,Pendente,2023-08-02 02:30:33
12294,12294,Cartão de Crédito,Recusado,2024-12-14 22:01:40
12295,12295,Cartão de Crédito,Pendente,2023-07-14 13:43:14
12296,12296,Pix,Recusado,2025-02-01 19:06:04
12297,12297,Boleto,Aprovado,2024-04-28 02:25:23
12298,12298,Cartão de Crédito,Aprovado,2024-05-16 04:53:00
12299,12299,Pix,Aprovado,2024-08-20 20:37:48
12300,12300,Boleto,Aprovado,2024-01-08 08:16:53
12301,12301,Boleto,Pendente,2025-01-19 22:07:13
12302,12302,Cartão de Crédito,Aprovado,2024-05-24 16:49:50
12303,12303,Cartão de Crédito,Pendente,2023-10-27 06:28:16
12304,12304,Boleto,Aprovado,2025-05-11 15:17:20
12305,12305,Cartão de Crédito,Recusado,2023-11-05 20:05:09
12306,12306,Boleto,Aprovado,2024-03-19 12:21:25
12307,12307,Pix,Pendente,2024-11-06 01:43:03
12308,12308,Boleto,Recusado,2023-12-28 22:27:21
12309,12309,Pix,Pendente,2024-02-03 06:07:12
12310,12310,Boleto,Recusado,2024-07-30 04:19:13
12311,12311,Cartão de Crédito,Aprovado,2025-02-27 20:26:31
12312,12312,Pix,Pendente,2024-05-08 11:30:20
12313,12313,Cartão de Crédito,Aprovado,2023-07-23 03:41:19
12314,12314,Cartão de Crédito,Aprovado,2024-07-09 20:24:13
12315,12315,Cartão de Crédito,Pendente,2023-12-02 17:09:28
12316,12316,Pix,Recusado,2023-09-07 01:03:25
12317,12317,Pix,Pendente,2024-11-24 12:24:35
12318,12318,Pix,Pendente,2024-02-29 11:12:47
12319,12319,Pix,Recusado,2025-01-16 11:28:59
12320,12320,Boleto,Aprovado,2024-02-25 10:18:18
12321,12321,Pix,Aprovado,2023-12-11 03:09:05
12322,12322,Pix,Recusado,2024-05-02 04:33:36
12323,12323,Cartão de Crédito,Aprovado,2025-02-02 08:00:11
12324,12324,Cartão de Crédito,Aprovado,2024-05-04 01:13:10
12325,12325,Cartão de Crédito,Aprovado,2024-07-13 10:41:23
12326,12326,Pix,Aprovado,2025-03-15 16:45:19
12327,12327,Boleto,Aprovado,2024-12-16 15:54:27
12328,12328,Pix,Aprovado,2023-12-07 10:36:52
12329,12329,Cartão de Crédito,Pendente,2024-09-21 00:43:10
12330,12330,Boleto,Pendente,2024-03-24 12:02:01
12331,12331,Pix,Aprovado,2025-02-13 22:30:31
12332,12332,Pix,Aprovado,2023-12-05 17:11:30
12333,12333,Boleto,Recusado,2024-07-14 02:54:37
12334,12334,Cartão de Crédito,Recusado,2024-04-20 23:07:50
12335,12335,Pix,Pendente,2025-05-31 16:14:36
12336,12336,Boleto,Pendente,2024-08-08 22:29:10
12337,12337,Boleto,Pendente,2025-02-25 11:35:03
12338,12338,Cartão de Crédito,Recusado,2025-01-01 01:58:49
12339,12339,Cartão de Crédito,Pendente,2025-05-16 05:31:27
12340,12340,Pix,Pendente,2024-07-11 23:02:39
12341,12341,Cartão de Crédito,Pendente,2024-07-06 21:12:39
12342,12342,Cartão de Crédito,Recusado,2024-08-03 10:44:26
12343,12343,Cartão de Crédito,Pendente,2024-11-02 13:33:46
12344,12344,Pix,Aprovado,2023-11-10 20:49:07
12345,12345,Cartão de Crédito,Recusado,2024-11-10 16:58:13
12346,12346,Cartão de Crédito,Aprovado,2024-10-04 20:22:00
12347,12347,Pix,Pendente,2025-03-31 06:16:57
12348,12348,Boleto,Pendente,2023-10-05 15:42:59
12349,12349,Cartão de Crédito,Aprovado,2024-12-27 20:27:03
12350,12350,Pix,Aprovado,2024-07-26 00:42:17
12351,12351,Pix,Aprovado,2023-09-08 06:39:23
12352,12352,Pix,Aprovado,2025-01-13 22:19:20
12353,12353,Cartão de Crédito,Recusado,2024-05-17 19:10:55
12354,12354,Pix,Pendente,2024-07-24 02:34:25
12355,12355,Pix,Recusado,2024-10-07 15:41:26
12356,12356,Pix,Recusado,2023-09-28 19:58:33
12357,12357,Boleto,Pendente,2025-03-01 11:08:43
12358,12358,Pix,Pendente,2025-01-12 12:21:22
12359,12359,Pix,Pendente,2023-12-16 02:01:32
12360,12360,Cartão de Crédito,Recusado,2023-06-29 07:52:23
12361,12361,Cartão de Crédito,Aprovado,2024-02-06 09:01:06
12362,12362,Boleto,Aprovado,2023-09-08 21:03:42
12363,12363,Boleto,Pendente,2024-04-13 21:11:39
12364,12364,Pix,Recusado,2025-05-20 06:12:22
12365,12365,Pix,Recusado,2024-10-10 03:32:40
12366,12366,Boleto,Recusado,2024-03-22 23:04:26
12367,12367,Pix,Pendente,2024-07-22 19:26:31
12368,12368,Boleto,Pendente,2023-06-13 10:05:48
12369,12369,Cartão de Crédito,Pendente,2023-07-02 08:09:54
12370,12370,Pix,Pendente,2024-11-28 10:57:43
12371,12371,Pix,Pendente,2023-07-13 12:05:22
12372,12372,Cartão de Crédito,Pendente,2023-09-17 15:23:58
12373,12373,Boleto,Aprovado,2024-12-02 06:31:46
12374,12374,Boleto,Recusado,2023-07-12 16:23:16
12375,12375,Boleto,Recusado,2023-07-22 22:47:43
12376,12376,Boleto,Recusado,2023-10-29 07:47:13
12377,12377,Pix,Recusado,2024-04-30 19:04:21
12378,12378,Cartão de Crédito,Recusado,2023-12-04 16:49:42
12379,12379,Boleto,Recusado,2023-10-14 13:23:11
12380,12380,Pix,Recusado,2023-11-03 04:42:34
12381,12381,Cartão de Crédito,Pendente,2024-06-27 13:39:22
12382,12382,Boleto,Recusado,2023-10-19 15:11:33
12383,12383,Pix,Aprovado,2024-02-08 12:08:00
12384,12384,Pix,Pendente,2023-10-16 23:34:47
12385,12385,Cartão de Crédito,Pendente,2024-06-14 18:26:08
12386,12386,Cartão de Crédito,Pendente,2025-05-19 12:40:37
12387,12387,Boleto,Aprovado,2023-09-13 22:09:09
12388,12388,Boleto,Recusado,2023-09-21 14:34:21
12389,12389,Pix,Aprovado,2024-02-09 18:14:45
12390,12390,Cartão de Crédito,Aprovado,2024-02-19 05:47:16
12391,12391,Pix,Pendente,2024-07-31 01:38:10
12392,12392,Pix,Pendente,2023-11-13 19:31:35
12393,12393,Pix,Pendente,2023-07-03 11:10:35
12394,12394,Pix,Aprovado,2024-02-04 01:05:47
12395,12395,Pix,Recusado,2024-09-05 02:01:22
12396,12396,Cartão de Crédito,Pendente,2024-02-17 22:26:00
12397,12397,Cartão de Crédito,Aprovado,2024-10-09 18:48:30
12398,12398,Pix,Pendente,2024-01-10 14:14:35
12399,12399,Cartão de Crédito,Aprovado,2025-02-16 05:14:26
12400,12400,Cartão de Crédito,Aprovado,2024-02-26 17:38:01
12401,12401,Boleto,Recusado,2025-04-03 00:52:22
12402,12402,Boleto,Pendente,2024-04-05 08:02:34
12403,12403,Boleto,Recusado,2025-04-01 08:49:58
12404,12404,Boleto,Aprovado,2025-04-26 02:08:10
12405,12405,Pix,Pendente,2023-06-27 20:32:08
12406,12406,Boleto,Recusado,2024-07-15 16:49:10
12407,12407,Pix,Recusado,2025-01-24 23:47:43
12408,12408,Pix,Aprovado,2025-02-26 23:02:10
12409,12409,Cartão de Crédito,Recusado,2024-10-21 09:55:21
12410,12410,Cartão de Crédito,Pendente,2025-03-08 06:46:24
12411,12411,Cartão de Crédito,Pendente,2024-05-27 15:08:30
12412,12412,Cartão de Crédito,Pendente,2024-08-25 02:08:13
12413,12413,Pix,Aprovado,2024-08-15 23:13:41
12414,12414,Cartão de Crédito,Aprovado,2024-08-10 11:27:38
12415,12415,Cartão de Crédito,Pendente,2024-01-02 23:51:27
12416,12416,Boleto,Recusado,2023-06-18 13:55:21
12417,12417,Boleto,Recusado,2024-12-10 10:14:22
12418,12418,Cartão de Crédito,Aprovado,2023-12-31 00:15:26
12419,12419,Cartão de Crédito,Aprovado,2024-12-22 07:19:23
12420,12420,Boleto,Pendente,2024-03-14 23:44:16
12421,12421,Boleto,Aprovado,2024-08-18 18:35:14
12422,12422,Cartão de Crédito,Aprovado,2023-12-14 11:42:33
12423,12423,Pix,Pendente,2023-09-26 12:42:40
12424,12424,Pix,Aprovado,2025-01-02 19:37:44
12425,12425,Pix,Aprovado,2024-06-10 00:49:59
12426,12426,Pix,Pendente,2023-09-19 08:05:02
12427,12427,Cartão de Crédito,Pendente,2024-05-06 19:11:33
12428,12428,Boleto,Recusado,2024-03-19 18:55:34
12429,12429,Boleto,Pendente,2024-12-23 06:40:49
12430,12430,Pix,Aprovado,2024-05-07 03:29:10
12431,12431,Pix,Recusado,2024-10-15 05:46:57
12432,12432,Boleto,Recusado,2024-07-01 07:52:34
12433,12433,Boleto,Aprovado,2023-08-28 10:05:11
12434,12434,Pix,Pendente,2025-01-11 18:53:20
12435,12435,Boleto,Pendente,2024-08-01 19:41:51
12436,12436,Cartão de Crédito,Pendente,2023-11-01 13:26:24
12437,12437,Boleto,Aprovado,2023-11-26 12:26:36
12438,12438,Pix,Pendente,2023-12-29 09:47:55
12439,12439,Boleto,Recusado,2025-01-27 23:02:51
12440,12440,Pix,Pendente,2025-04-28 11:37:20
12441,12441,Boleto,Aprovado,2024-11-28 03:57:48
12442,12442,Pix,Pendente,2024-11-24 04:17:20
12443,12443,Cartão de Crédito,Pendente,2024-05-31 16:10:17
12444,12444,Boleto,Aprovado,2024-05-08 03:42:02
12445,12445,Pix,Recusado,2024-07-02 09:20:03
12446,12446,Cartão de Crédito,Aprovado,2023-10-03 07:39:11
12447,12447,Pix,Pendente,2023-12-13 08:57:02
12448,12448,Pix,Pendente,2024-09-19 08:59:42
12449,12449,Cartão de Crédito,Pendente,2025-05-02 16:44:44
12450,12450,Pix,Aprovado,2024-02-16 15:05:19
12451,12451,Cartão de Crédito,Aprovado,2024-09-27 05:05:03
12452,12452,Pix,Pendente,2024-11-22 08:28:53
12453,12453,Boleto,Aprovado,2025-04-04 16:53:02
12454,12454,Cartão de Crédito,Recusado,2023-11-07 14:21:36
12455,12455,Cartão de Crédito,Pendente,2023-08-03 00:00:58
12456,12456,Boleto,Pendente,2024-03-19 07:05:02
12457,12457,Boleto,Pendente,2023-11-20 05:10:55
12458,12458,Pix,Aprovado,2024-05-23 15:39:36
12459,12459,Cartão de Crédito,Pendente,2024-04-12 13:39:07
12460,12460,Boleto,Aprovado,2024-05-18 12:40:38
12461,12461,Pix,Pendente,2025-03-26 11:04:10
12462,12462,Cartão de Crédito,Aprovado,2023-12-12 22:48:54
12463,12463,Boleto,Recusado,2024-07-11 08:33:21
12464,12464,Pix,Aprovado,2025-01-02 10:06:48
12465,12465,Pix,Recusado,2024-05-26 09:52:04
12466,12466,Cartão de Crédito,Aprovado,2023-10-30 16:18:36
12467,12467,Boleto,Recusado,2025-01-10 15:20:53
12468,12468,Cartão de Crédito,Recusado,2023-11-17 21:14:58
12469,12469,Pix,Aprovado,2024-09-12 07:54:47
12470,12470,Cartão de Crédito,Pendente,2024-06-13 04:48:49
12471,12471,Cartão de Crédito,Pendente,2023-06-13 19:14:01
12472,12472,Pix,Recusado,2024-09-27 23:56:24
12473,12473,Cartão de Crédito,Pendente,2024-10-26 20:57:35
12474,12474,Boleto,Aprovado,2024-05-09 02:43:20
12475,12475,Cartão de Crédito,Recusado,2025-01-25 19:07:49
12476,12476,Boleto,Pendente,2025-04-18 02:19:13
12477,12477,Boleto,Recusado,2024-10-21 11:46:21
12478,12478,Boleto,Aprovado,2024-10-21 20:22:41
12479,12479,Pix,Aprovado,2024-02-11 05:29:06
12480,12480,Pix,Recusado,2024-09-29 00:35:40
12481,12481,Pix,Aprovado,2024-03-10 14:06:24
12482,12482,Cartão de Crédito,Pendente,2025-02-22 19:22:36
12483,12483,Boleto,Pendente,2024-09-08 22:13:14
12484,12484,Pix,Recusado,2025-04-08 20:47:18
12485,12485,Boleto,Pendente,2025-02-02 22:01:13
12486,12486,Cartão de Crédito,Recusado,2024-12-31 23:18:33
12487,12487,Boleto,Pendente,2024-01-10 02:14:49
12488,12488,Pix,Pendente,2024-07-06 07:37:18
12489,12489,Boleto,Aprovado,2023-08-25 19:47:23
12490,12490,Boleto,Aprovado,2023-07-13 05:07:05
12491,12491,Pix,Recusado,2025-05-20 23:31:05
12492,12492,Pix,Aprovado,2024-10-19 13:11:01
12493,12493,Boleto,Recusado,2024-10-22 08:47:56
12494,12494,Cartão de Crédito,Aprovado,2024-09-01 10:46:29
12495,12495,Boleto,Pendente,2024-12-16 00:36:40
12496,12496,Cartão de Crédito,Aprovado,2024-02-16 23:17:22
12497,12497,Boleto,Recusado,2023-09-28 15:29:29
12498,12498,Boleto,Aprovado,2024-04-09 12:59:16
12499,12499,Pix,Pendente,2025-02-16 19:25:00
12500,12500,Cartão de Crédito,Aprovado,2023-07-09 22:05:50
12501,12501,Cartão de Crédito,Aprovado,2023-11-30 16:20:18
12502,12502,Pix,Pendente,2024-02-27 11:52:55
12503,12503,Cartão de Crédito,Aprovado,2024-02-18 06:02:37
12504,12504,Cartão de Crédito,Pendente,2023-11-07 03:43:45
12505,12505,Pix,Aprovado,2024-09-09 12:00:37
12506,12506,Pix,Pendente,2024-04-22 18:55:23
12507,12507,Cartão de Crédito,Recusado,2023-09-01 10:56:03
12508,12508,Pix,Aprovado,2023-10-25 09:11:50
12509,12509,Cartão de Crédito,Pendente,2024-04-08 16:53:30
12510,12510,Pix,Pendente,2025-01-03 01:57:52
12511,12511,Boleto,Aprovado,2025-02-08 03:46:40
12512,12512,Pix,Pendente,2025-04-28 15:51:46
12513,12513,Cartão de Crédito,Recusado,2024-10-08 15:54:29
12514,12514,Boleto,Pendente,2024-02-10 03:03:16
12515,12515,Boleto,Pendente,2023-12-25 00:52:32
12516,12516,Cartão de Crédito,Aprovado,2024-07-30 10:44:30
12517,12517,Pix,Recusado,2025-02-10 07:22:37
12518,12518,Pix,Recusado,2025-02-01 11:19:23
12519,12519,Boleto,Aprovado,2024-09-17 02:39:28
12520,12520,Cartão de Crédito,Recusado,2023-09-22 12:48:11
12521,12521,Boleto,Recusado,2024-01-24 14:24:53
12522,12522,Boleto,Recusado,2025-06-03 15:42:05
12523,12523,Boleto,Aprovado,2023-07-09 20:58:18
12524,12524,Pix,Aprovado,2025-01-31 21:15:33
12525,12525,Pix,Pendente,2024-10-31 16:39:27
12526,12526,Cartão de Crédito,Recusado,2023-07-15 02:52:20
12527,12527,Cartão de Crédito,Pendente,2025-04-25 09:31:36
12528,12528,Boleto,Pendente,2025-05-16 23:29:44
12529,12529,Pix,Recusado,2025-05-24 14:14:56
12530,12530,Cartão de Crédito,Recusado,2024-12-24 07:13:25
12531,12531,Pix,Recusado,2024-01-24 11:54:55
12532,12532,Cartão de Crédito,Aprovado,2025-03-04 00:27:40
12533,12533,Boleto,Aprovado,2024-10-13 15:10:57
12534,12534,Pix,Recusado,2024-06-28 18:44:08
12535,12535,Boleto,Recusado,2023-06-14 01:29:39
12536,12536,Pix,Pendente,2023-10-02 12:37:14
12537,12537,Pix,Aprovado,2023-11-16 02:22:13
12538,12538,Pix,Pendente,2024-01-01 14:43:04
12539,12539,Pix,Recusado,2025-04-09 15:09:54
12540,12540,Boleto,Aprovado,2023-12-16 19:48:35
12541,12541,Cartão de Crédito,Pendente,2024-10-25 00:51:22
12542,12542,Boleto,Aprovado,2023-09-01 17:35:56
